city,coverage,providernum,state,speed12,speed11,speed10,speed9,speed8,speed7,speed6,speed5,speed4,speed3,speed2,speed1
mannford,0,12,oklahoma,11.17,18.59,18.45,16.09,24.35,27.53,19.39,23.08,19.83,17.79,22.03,24.26
marietta,46.9,13,oklahoma,13.88,7.56,8.41,15.21,16.03,8.79,12.33,7.36,6.72,9.96,19.22,20.12
marlow,52.3,12,oklahoma,8.63,11.73,13.73,15.1,15.76,12.23,11.19,16.54,20.42,22.19,17.19,18.96
mcalester,75.6,12,oklahoma,51.96,50.01,34.06,26.49,28.68,35.25,89.17,89.95,89.86,97.91,70.05,71.88
mcloud,67.1,14,oklahoma,9.59,8.41,8.72,8.34,10.65,10.14,11.32,9.85,9.3,21.12,11.23,117.33
meeker,61.3,15,oklahoma,3.15,2.99,3.14,3.81,0.15,4.56,0,8.16,2.41,2,3.84,1.03
miami,94.4,14,oklahoma,60.99,26.87,36.22,43.17,22.71,38.29,38.66,30.41,32.48,77.05,31.61,66.02
mounds,40.7,14,oklahoma,16.21,14.09,28.22,26.27,10.59,25.85,27.71,33.53,82.81,18.28,39.85,52.1
muldrow,45.3,10,oklahoma,9.79,11.8,14.99,17.63,16.38,11.83,14.72,10.77,18.06,17.79,32.39,28.36
muskogee,89.4,14,oklahoma,65.16,46.17,42.02,50.21,39.06,38.77,73.42,92.06,94.57,74.25,70.77,67.79
mustang,88.9,13,oklahoma,76.91,96.85,103.75,107.63,101.73,103.76,101.64,103.88,103.11,103.43,146.63,96.31
newalla,13.8,15,oklahoma,11.79,8.78,7.63,7.08,9.01,8.15,8.27,12.73,12.36,11.61,7.84,10.94
newcastle,98.9,12,oklahoma,31.27,60.73,20.89,25.85,37.27,66.76,44.65,28.9,93.82,91.26,16.27,34.38
newkirk,0.2,9,oklahoma,0,35.11,0,200.53,0,0,0,15.08,0,25.42,0,6.85
noble,0,15,oklahoma,6.85,9.76,6.72,5.48,12.51,21.62,8.73,5.58,4.43,7.38,5.66,6.61
norman,88,21,oklahoma,92.95,95.97,105.76,94.52,89.71,89.97,104.32,163.49,156.9,109.95,120.68,127.09
nowata,65.7,14,oklahoma,11.04,11.43,12.3,13.22,12.48,0.88,15.02,15.22,4.07,42.56,74.72,8.63
okemah,54.5,14,oklahoma,16.72,12.79,12.99,14.13,10.2,9.79,9.59,10.42,14.19,24.17,23.96,32.69
oklahoma-city,96.8,31,oklahoma,90.36,98.03,93.66,103.71,148.55,152.84,164.16,125.01,113.81,102.36,110.78,111.52
okmulgee,82.2,13,oklahoma,35.39,41.44,43.47,62.36,62.56,79.94,45.65,20.59,9.47,101.05,68.06,104.88
oologah,28.3,13,oklahoma,2.83,3.3,3.4,4.25,16.46,3.34,4.38,5.3,5.68,13.4,6.63,6.03
owasso,96.5,16,oklahoma,144.88,123.9,105.74,157.07,168.16,169.2,111.91,120.77,124.67,139.17,113.42,112.28
park-hill,9.1,11,oklahoma,14.56,11.33,9.06,9.39,36.39,72.69,15.37,24.54,9.65,9.69,8.43,7.18
pauls-valley,77.2,17,oklahoma,28.1,43.47,58.29,60.01,38.55,35.28,54.64,80.61,79.12,85.54,50.37,70.63
pawhuska,70.9,10,oklahoma,1.01,59.53,172.69,114.97,112.97,23.47,24.61,104.07,122.19,280.14,85.06,108.49
pawnee,0,10,oklahoma,0,86.8,191.98,0,345.08,85.47,81.34,275.21,115.24,10.87,95.21,88.34
perkins,66.3,12,oklahoma,14.4,17.92,21.4,50.82,52.02,15.68,39.16,5.24,12.96,366.36,15.21,35.75
perry,77,12,oklahoma,6.63,116.57,14.58,89.85,65.33,85.32,12.4,125.29,30.04,50.99,64.09,74.47
piedmont,76.4,13,oklahoma,788.36,713.35,772.8,781.41,744.3,537.29,116.79,143.59,107.77,90.05,675.32,679.92
pocola,97.9,9,oklahoma,92.79,37.74,46.29,27.75,34.83,58.55,99.21,135.88,37.98,47.61,89.69,157.92
ponca-city,89.6,12,oklahoma,68.82,76.26,66.88,85.73,131.54,84.33,11.39,11.51,10.35,32.95,12.37,80.23
poteau,46.9,9,oklahoma,21.09,16.7,25.5,27.33,33.61,37.96,20.89,18.97,17.29,17.39,24.06,17.04
prague,59.6,12,oklahoma,16.86,8.38,10.31,11.94,17.26,13.56,22.15,19.45,15,17.31,8.92,10.13
pryor,85.6,17,oklahoma,41.15,38.22,40.6,30.56,39.14,35.54,25.96,71.47,49.91,55.93,38.11,96.03
purcell,38.1,14,oklahoma,14.8,13.84,14.32,15.23,20.8,15.28,15.88,13.6,14.7,16.11,15.64,12.4
roland,81.7,8,oklahoma,0,14.98,0,0,23.74,0,0,25.15,14.87,23.92,10.09,4.91
salina,77.9,13,oklahoma,6.33,25.68,46.48,16.87,9.1,17.07,5.41,10.25,9.29,7.82,6.84,20.59
sallisaw,61.9,12,oklahoma,16.46,17.52,21.52,19.56,18.19,20.77,17.26,15.84,16.75,10.67,22.53,14.48
sand-springs,79.7,17,oklahoma,54.88,60.41,37.05,57.46,70.41,82.1,78.62,85.29,84.67,101.27,83.51,78.36
sapulpa,86.4,15,oklahoma,53.94,56.14,60.93,51.79,76.93,78.44,76.68,98.7,66.26,66.2,54.8,63.43
sayre,46.8,13,oklahoma,43.16,426.31,45.11,258.44,43.88,93.74,44.73,114.48,668.03,560.25,8.94,45.5
seminole,61.5,12,oklahoma,52.45,41.73,69.58,79.43,63.3,40.83,25.87,79.57,79.48,66.95,80.44,79.94
shawnee,95.4,17,oklahoma,46.28,48.32,50.96,90.08,72.42,50.6,51.18,86.18,63.32,95.08,63.32,51.37
skiatook,49.8,16,oklahoma,58.55,28.34,28.28,25.15,47.77,25.98,35.25,28.17,24.22,24,26.57,24.68
spencer,60.4,12,oklahoma,4.56,11.47,9.09,12.15,5.48,4,11.18,22.76,10.01,4.6,10.26,14.27
sperry,4.7,14,oklahoma,8.71,4.81,2.68,4.32,1.56,90.15,11.9,4.17,5.54,63.94,4.88,8.23
spiro,1.9,12,oklahoma,13.93,11.74,13.78,13.34,13.1,15.34,20.41,9.59,14.93,13.33,12.14,8.77
stigler,53,12,oklahoma,48.5,48.37,37.64,39.24,37.59,75.08,77.66,67.44,63.39,43.76,20.78,48.9
stillwater,84,16,oklahoma,70.41,61.4,103.18,109.4,113.09,128.12,151.77,141.03,144.13,161.85,135.55,118.98
stilwell,17.4,7,oklahoma,27.92,10.78,34.53,30.54,35.99,14.17,11.75,16.39,11.92,38.06,10.4,19.23
stroud,57.2,13,oklahoma,10.8,34.14,11.29,11.22,10.36,12.05,12.51,11.3,25.04,16.29,27.73,71.15
sulphur,62.9,12,oklahoma,6.41,7.37,7.35,7.57,7.71,10.41,22.1,13.1,9.91,9.68,10.39,10.25
tahlequah,72,12,oklahoma,28.74,44.93,45.44,43.6,34.23,32.92,42.67,60.49,54.71,41.03,49.36,60.69
talihina,0,8,oklahoma,21.03,36.45,79.03,70.81,77.82,79.66,10.26,16.24,52.19,53.09,83.52,62.1
tecumseh,77.5,13,oklahoma,104.27,18.86,39.28,49.57,14.23,25.26,15.39,26.14,15.4,17.54,51.19,17.21
tishomingo,67.8,10,oklahoma,12.06,16.81,20.09,20.4,10.04,4.37,14.8,7.84,11.92,7.62,22.8,17.56
tonkawa,84.6,10,oklahoma,70.15,9.01,2.71,8.28,0,0.21,91.1,34.84,90.13,91.48,38.6,108.78
tulsa,98.3,29,oklahoma,85,89.11,90.71,88.92,87.45,103.15,106.9,99.67,102.57,121.04,133.84,117.4
tuttle,23.2,16,oklahoma,34.43,25.14,26.45,12.69,13.84,22.56,9.67,41.36,41.49,9.91,16.56,26.48
vian,36.2,8,oklahoma,0,0.03,13.06,9.3,9.55,7.38,6.86,13.91,6.91,2.76,1.26,13.22
vinita,76.8,15,oklahoma,15.22,9.81,8.24,6.74,16.64,9.91,3.67,10.53,13.06,9.37,63.21,41.79
wagoner,86.7,14,oklahoma,14.74,36.13,24.28,16.93,24.12,55.96,27.17,47.17,182.72,89.23,33.82,58.26
watonga,69.8,5,oklahoma,13.95,11.45,25.69,28.15,18.27,223.02,246.88,71.96,23.59,164.02,144.02,36.22
weatherford,89.6,13,oklahoma,37.98,30.95,37.67,40.05,39.24,56.66,52.41,29.63,52.72,41.17,42.75,44.91
wellston,0.1,13,oklahoma,12.08,3.23,4.27,25.16,21.44,22.9,3.09,3.66,3.4,3.95,11.02,5.34
westville,5.3,9,oklahoma,10.25,2.93,9.25,6.9,1.27,0,16.25,5.47,0.24,14.48,1.73,7.47
wewoka,64.9,12,oklahoma,0.35,0,0,134.21,521.96,545.57,96.38,364.96,22.54,236.3,103.38,611.74
wilburton,57.2,11,oklahoma,30.21,31.39,45.48,52.22,51.94,23.66,39.07,16.49,41.78,34.29,145.54,48.63
woodward,0.1,12,oklahoma,16.27,16.62,16.22,15.12,14.12,14.45,16.28,16.72,16.86,85.92,77.18,48.02
wynnewood,59.7,13,oklahoma,9.18,3.75,45.59,0,90.54,16.37,14.5,89.73,15.69,15.05,13.44,1.97
yukon,95.7,14,oklahoma,110.49,135.57,119.96,124.88,99.61,100.95,101.28,99.99,100.82,120.07,99.72,138.74
albany,96.3,17,oregon,86.59,98.49,108.77,103.51,108.02,112.71,77.81,84.96,88.81,123.59,127.81,105.98
amity,64,17,oregon,40.94,35.93,4.45,52.12,5.11,64.23,144.46,13.5,41.09,33.98,30.41,27.93
ashland,92.3,15,oregon,47.52,51.33,69.41,57.47,60.78,61.74,66.55,74.49,62.75,81.24,87.87,71.46
astoria,77.4,10,oregon,58.29,61.98,61.49,69.95,67.64,91.02,59.29,60.3,62.42,67.69,89.13,90.58
aumsville,93.2,16,oregon,44.58,51.89,88.59,73.25,53.13,44.79,13.4,66.04,52.59,53.79,37.36,245.28
aurora,89.9,16,oregon,94.83,152.93,50.11,65.23,88.06,122.75,66.99,171.01,57.57,89.14,31.68,234.93
baker-city,72.6,14,oregon,59.25,54.03,77.82,52.15,57.35,49.78,41.94,39.76,34.45,53.75,70.17,64.84
bandon,83.7,13,oregon,71.58,56.29,50.84,75.08,43.97,45.48,59.64,61.48,52.06,83.99,80.11,95.93
banks,70.8,14,oregon,16.03,10.33,20.68,16.52,13.33,13.95,13.2,15.25,11.67,11.36,14.64,14.46
beavercreek,13.6,14,oregon,8.26,9.66,7.21,7.2,35.41,52.87,45.12,80.35,66.17,92.72,20.57,54.09
beaverton,99.4,26,oregon,92.86,83.04,104.26,101.52,108.32,155.55,122.57,116.28,115.15,108.71,108.81,105.59
bend,95.5,20,oregon,59.45,60.29,54.97,67.96,87.58,173.53,191.81,218.37,192.71,87.84,87.98,91.01
boardman,66.1,15,oregon,381.17,423.9,362.28,506.22,490.8,411.94,412.84,471.84,390,394.42,273.52,253.82
boring,93.9,18,oregon,14.58,8.38,16.04,13.68,11.79,11.3,9.73,11.3,17.61,20.97,22.27,14.48
brookings,97.4,12,oregon,51.34,56.58,58.57,46.25,55.36,58.29,60.27,61.06,82.4,73.29,68.55,73.57
burns,2.2,12,oregon,7.12,11.05,22.69,18.34,6.68,4.53,10.26,15.9,44.27,14.5,0.11,76.42
canby,97.7,12,oregon,53.91,53.71,58.49,83.56,74.59,69.79,59.39,54.04,89.62,62.72,88.44,90.58
cave-junction,1.2,13,oregon,3.73,2.72,3.41,4.13,1.99,2.06,3.27,2.12,4.62,3.67,6.43,4.42
central-point,95.6,14,oregon,60.05,57.89,62.49,60.09,95.8,98.47,95.49,92.53,97.98,89.93,97.51,97.85
clackamas,99.7,21,oregon,64.12,62.41,82.13,99.7,128.98,134.18,104.91,94.33,102.03,103.84,82.91,86.46
clatskanie,44.1,14,oregon,41.96,59,52.93,77.01,91.97,48.29,63.17,19.91,36.92,40.99,53.47,94.99
coos-bay,94.6,14,oregon,59.68,58.38,62.05,62,60.48,98.72,72.71,95.3,95.69,85.59,88.17,86.57
coquille,77.9,13,oregon,59.56,60.17,65.49,61.29,83.58,62.23,63.07,15.6,58.84,65.16,67.37,89.75
cornelius,91.5,15,oregon,24.97,8.51,77,26.49,41.87,136.26,71.12,161.74,127.37,120.86,32.04,110.52
corvallis,92.3,18,oregon,98.04,89.24,107.32,103.75,78.07,67.21,66.92,86.73,84.35,123.44,102.63,99.26
cottage-grove,88.7,16,oregon,60.25,59.97,63.48,83.83,60.18,62.52,57.51,65.06,80.4,92.33,97.54,88.28
creswell,73.7,14,oregon,61.3,62.39,94.66,83.83,99.92,100.44,62.78,100.55,96.62,98.47,96.73,84.2
dallas,93.1,15,oregon,36.26,38.83,55.11,57.75,61.81,72.88,70.72,88.53,85.92,102.08,88.92,89.82
damascus,97.7,17,oregon,65.41,60.22,69.69,81.46,90.5,97.86,90.28,118.06,72.83,49.28,53.2,84.83
dayton,62.2,15,oregon,10.15,44.55,45.99,82,39.15,28.05,50.19,33.07,35.32,41.77,147.05,53.88
dundee,93.1,15,oregon,24.85,10.58,0.55,0,20.79,59.95,21.92,41.21,57.43,6.89,53.17,39.56
eagle-point,80.9,13,oregon,42.52,53.9,55.92,58.06,62.67,71.29,62.67,59.82,77.42,66.88,66.9,56.01
estacada,24.6,12,oregon,23.13,36.2,31.67,45.81,35.93,29.2,34.09,28.71,37.11,25.22,47.41,49.43
eugene,94.2,21,oregon,88.41,83.83,107.52,92.72,118.72,128.27,109.76,77.89,84.68,118.1,107.71,101.84
fairview,96,17,oregon,100.29,101.34,121.8,169.19,76.32,94.23,100.26,138.64,166.91,134.17,103.11,133.92
florence,96.4,12,oregon,56.93,52.8,58.8,52.56,57.86,60.25,45.01,59.83,46.94,53.39,56.09,14.58
forest-grove,94.5,16,oregon,56.67,94.15,115.28,141.69,97.56,94.3,91.64,78.32,69.68,88.8,91,98.46
gaston,57.1,17,oregon,15.14,11.53,12.17,11.31,21.6,14.85,11.27,14.49,13.34,6.52,23.55,17.89
gervais,83.8,15,oregon,66.73,93.03,41.83,32.23,31.34,34.44,66.82,104.03,264.51,154.91,91.47,103.64
gladstone,99.9,14,oregon,89.24,97.66,103.69,50.1,81.59,102.96,79.34,82.52,49.2,92.56,43.24,74.93
gold-beach,90.8,9,oregon,12.89,10.3,10.25,30.81,58.22,20.21,57.86,34.96,62.47,48.47,49.05,28.16
gold-hill,73.3,13,oregon,13.31,9.23,44.38,48.27,52.79,53.88,48.1,123.41,66.73,68.11,76.54,25.76
grants-pass,92.2,16,oregon,58.22,63.28,69.78,66.96,82.9,91.59,89.89,62.74,100.41,82.85,90.71,82.35
gresham,99.3,20,oregon,92.55,85.68,97.84,139.13,115.27,68.66,67.99,68.54,123.34,111.14,77.32,78.01
happy-valley,99.9,19,oregon,125.89,111.08,127.23,152.65,108.09,110.93,163.59,141.17,105.78,121.06,113.38,138.67
harrisburg,74.4,14,oregon,10.45,9.02,8.1,9.51,11.84,12.3,11.61,10.52,8.73,12.14,242.48,91.16
hermiston,95.4,14,oregon,43.43,33.64,39.98,56.92,60.56,64.91,60.79,39.95,52.81,39.73,46.51,40.12
hillsboro,96.9,24,oregon,79.08,95.11,107.67,116.07,147.75,147.97,92.68,83.27,94.97,96.63,92.66,104.97
hood-river,84.1,18,oregon,50.57,46.44,52.16,59.4,62.06,50.84,56.33,54.88,61.15,52.26,58.37,91.03
hubbard,94.1,16,oregon,99.82,110.98,66.71,81.49,124.14,71.46,156.75,91.9,86.98,149.83,319.97,285.84
independence,92.5,14,oregon,47.36,72.91,54.79,46.23,72.7,56.76,61.76,71.2,49.93,86.93,71.08,50.2
irrigon,95.1,12,oregon,14.99,16.92,13.31,11.85,32.74,31.97,18.02,26.85,10.38,28.43,25.75,30.76
jacksonville,84,14,oregon,36.06,32.22,46.31,47.05,50.41,100.83,76.93,36.85,30.92,44.95,48.97,37.76
jefferson,7.9,12,oregon,2.94,46.6,10.54,13.9,64.84,16.23,7.53,39.73,8.49,16.15,9.45,65.12
junction-city,72.8,17,oregon,9.29,10.13,13.29,9.53,56.97,18.3,26.98,14.14,19.1,19.55,17.71,65.15
klamath-falls,94.8,14,oregon,59.73,59.95,69.54,61.44,95.23,87.33,59.8,59.71,96.81,87.8,92.1,90.31
la-grande,92.4,12,oregon,30.69,29.71,32.25,39.93,39.05,56.11,49.14,84.53,86.4,48.43,55.62,51.09
la-pine,68.1,17,oregon,12.58,19.41,16.03,29.18,34.72,34.48,22.6,19.84,29.01,8.95,29.14,15.2
lake-oswego,98,20,oregon,94.96,83.66,115.72,116.58,114.35,132.77,113.64,119.61,112.01,119.06,94.73,108.52
lakeview,66.1,13,oregon,48.74,50.32,39.84,32.43,60.26,76.55,58.8,44.62,61.37,71.7,41.97,38.25
lebanon,81.3,11,oregon,64.49,75.91,74.39,66.04,69.12,67.22,89.74,47.24,66.69,51.47,70.33,85.1
lincoln-city,98.1,12,oregon,57.92,57.5,55.77,57.68,79.57,92.85,61,83.02,70.13,82.5,84.62,93.49
madras,74.4,18,oregon,25.24,21.08,22.72,13.44,29.44,31.3,32.42,20.94,9.82,55.5,37.08,8.53
mcminnville,91.5,16,oregon,81.67,99.57,98.93,101.34,95.06,115.15,138.31,97.1,97.77,252.44,86.04,80.75
medford,99.2,16,oregon,60.63,61.36,62.59,71.04,63.69,90.11,71.46,60.3,63.2,92.05,82.48,84.95
milton-freewater,85.1,15,oregon,47.07,37.24,44.02,41.43,52.83,60.56,58.93,58.49,73.39,101.13,44,83.56
molalla,95.9,13,oregon,101.93,78.09,67.99,71.82,91.86,57.87,87.09,105.56,124.42,134.03,128.33,138.29
monmouth,85.3,14,oregon,56.59,62.35,46.91,82.09,55.84,67.48,55.67,56.83,56.2,60.29,56.85,49.93
mount-angel,91.8,13,oregon,9.31,9.83,8.55,19.05,19.97,18.19,18.07,19.02,17.64,15.91,13.37,9.16
myrtle-creek,83.9,11,oregon,61.08,63.88,61.64,104.45,89.57,96.13,74.53,69.33,73.02,68.46,54.01,102.04
myrtle-point,62.8,11,oregon,13.97,28.29,15.96,17.21,16.11,70.68,17.4,19.4,30.42,17.15,15.37,40.7
newberg,88.5,21,oregon,169.74,181.09,192.61,187.66,193.81,177.96,180.63,153.05,129.83,141.21,143.3,168.72
newport,99.5,13,oregon,58.25,61.14,87.7,81.55,61.29,84.25,62.64,63.31,70.44,58.5,55.52,83.96
north-bend,99.1,16,oregon,60.19,61.17,61.54,77.8,72,79.4,71.69,45.58,44.08,75.1,75.53,96.57
north-plains,87.2,13,oregon,11.81,12.45,11.1,27.19,9.41,9.32,9.29,9.38,17.89,24.02,19.63,25.14
nyssa,68,13,oregon,0,5.66,9.26,0,0,3.74,0,2.4,0,0,7.36,0
oakland,79.2,12,oregon,45.3,92.11,99.77,102.7,58.04,18.46,42.85,70.76,94.18,96.3,63.34,75.51
oakridge,0,9,oregon,3.27,0,0,0,0,13.83,0,0,38.52,1.24,0,93.51
ontario,72.8,15,oregon,27.94,61.46,69.99,63.38,101.05,101.2,36.96,60.71,100.51,66.32,63.35,41.67
oregon-city,97.9,21,oregon,81.22,88.55,113.34,113.2,107.91,89.93,107.03,109.73,113.58,148.43,150.85,153.73
pendleton,95.4,15,oregon,36.26,33.36,61.43,55.21,58.69,79.03,74.59,68.27,58.23,72.01,76.9,67.82
philomath,80,12,oregon,17.72,16.16,18.3,19.05,18.85,15.18,12.66,18.48,16.02,18.63,16.12,18.52
phoenix,99.9,13,oregon,54.02,83.04,61.19,81.59,57.41,98.08,26.34,27.06,56.41,50.42,79.35,93.3
portland,98.8,35,oregon,90.92,100.33,109.47,111.45,129.01,132.93,112.76,98.29,98.5,95.56,91.86,98.27
prineville,59.5,17,oregon,28.35,31.97,33.49,38.99,48.36,23.18,34.13,17.92,14.87,20.08,18.76,30.79
rainier,27.6,10,oregon,14.41,10.58,1.95,1.04,14.04,4.09,5.02,24.82,41.05,13.83,3.21,41.05
redmond,97.7,18,oregon,67.41,53.54,60.71,60.53,79.56,83.17,85.07,82.84,73.57,71.35,86.44,89.32
reedsport,89.9,11,oregon,44.62,58.52,58.72,60,63.41,190.41,62.6,64.38,58.64,83.37,78.1,61.87
rogue-river,83.7,14,oregon,5.45,4.71,42.91,17.61,51.11,55.97,68.76,10.05,16.2,21.7,23.36,18.63
roseburg,98.3,16,oregon,80.29,66.24,62.3,75.4,92.91,89.07,62.46,62.39,68.26,83.63,86.4,83.53
saint-helens,96.5,13,oregon,95.4,113.68,117.13,124.65,160.32,131.22,125.56,116.57,70.5,46.74,100.23,89.28
salem,96.1,22,oregon,85.71,104.66,116.47,125.52,112.22,105.69,101.84,98.63,99.71,109.44,132.5,129.34
sandy,91.9,16,oregon,84.65,91.55,86.47,102.99,119.66,105.83,102.02,150.95,179.26,137.72,135.76,127.3
scappoose,86.1,11,oregon,100.64,84.13,104.54,111.99,113.1,134.77,132.84,78.75,40.6,81.74,87.79,107.9
scio,82.6,14,oregon,87.05,101.04,138.79,106.64,44.69,68.86,88.15,86.54,99.45,91.12,141.13,91.4
seaside,88.6,10,oregon,31.77,27.36,31.79,58.38,32.99,57.03,57.96,64.26,58.83,64.47,92.88,79.43
sheridan,61,12,oregon,17.47,12.77,13.71,30.69,53.4,28.16,49.66,48.62,55.48,62.82,47.36,62.65
sherwood,94.3,17,oregon,93.33,93.4,93.42,93.41,93.48,93.46,93.48,93.46,93.43,93.48,93.5,93.5
silverton,80.6,14,oregon,108.7,73.91,72.67,76.23,61.15,66.11,88.06,58.63,72.49,55.82,72.55,76.66
sisters,80.7,15,oregon,62.81,37.85,44.36,44.78,40.42,45.55,44.43,20.29,34.42,44.43,24.16,20.11
springfield,95.5,19,oregon,52.04,53.23,54.14,46.3,62.42,51.1,34.45,56.78,63.75,89.41,64.43,94.71
stayton,93.1,15,oregon,53.52,34.06,22.09,106,40.3,55.01,58.13,58.17,57.82,76.67,90.23,342.71
sutherlin,99.8,13,oregon,60.86,62.66,62.93,76.24,68.05,74.39,92.98,95.84,58.88,91.56,89.08,93.96
sweet-home,85.4,11,oregon,8.7,18.58,25.49,7.57,9.18,12.57,11.88,6.18,9.29,15.6,15.7,15.79
talent,95.8,14,oregon,58.31,60.01,62.14,93.07,98.75,98.58,98.83,61.34,53.31,97.3,59.82,59.12
terrebonne,82,16,oregon,22.33,18.6,15.73,17.23,29.9,17.55,15.66,14.05,18.17,20.81,25.47,16.51
the-dalles,94.8,13,oregon,49.13,56.34,58.81,56.71,60.91,59.96,69.86,62.86,60.36,94.91,102.49,84.17
tillamook,95.4,11,oregon,56.21,61.54,62.34,73.33,61.35,56.62,84.66,88.7,86.1,89.66,91.41,92.27
toledo,92.5,11,oregon,58.02,63.05,60.38,97.44,57.64,53.6,87.8,63.6,94.13,91.88,94.61,87.2
troutdale,98.2,16,oregon,69.73,105.07,155.73,88.98,151.92,182.72,160.21,230.9,167.39,136.69,146.79,228.54
tualatin,99.9,20,oregon,85.22,99.34,117.81,113.83,114.18,188.5,113.37,113.93,110.4,115.31,113.33,113.8
turner,86.2,14,oregon,23.44,28.85,88.13,47.83,63.47,93.29,52.21,51.09,26,74.18,69.92,44.73
umatilla,77.2,15,oregon,22.99,26.9,20.39,20.75,29.07,29.44,60.1,24.93,25.48,32.09,32.22,24.53
vale,47.8,14,oregon,5.67,8.89,4.01,6.22,4.72,8.98,9.35,8.62,9.35,11.73,7.1,9.53
veneta,25.8,14,oregon,15.49,62.82,57.98,77.11,100.81,59.96,39.69,129.09,138.61,123.55,122.37,88.81
waldport,66.1,10,oregon,16.24,18.04,17.37,16.86,23.73,20.67,19,39.65,41.14,19.8,30.67,33.76
warm-springs,0,12,oregon,1.69,84.72,27.28,5.85,19.06,12.86,78.32,17.15,61.69,27.51,37.16,22.78
warrenton,99.7,11,oregon,35.08,52.38,92.34,69.42,63.3,56.78,62.8,65.49,45.38,99.89,80.75,93.7
west-linn,100,21,oregon,106.71,110.34,125.54,130.85,82.2,94.17,145.41,138.41,100.01,135.23,139.38,120.64
white-city,88.1,14,oregon,59.23,63.61,63.69,60.61,61.7,58.39,58.29,58.15,103.83,58.33,53.45,87.39
wilsonville,91.2,20,oregon,112.53,111.59,134.68,108.34,123.21,102.82,89.56,95.17,136.24,108.8,85.51,94.92
winston,89.8,14,oregon,33.88,105.26,76.22,92.78,92.11,89.86,88.96,104.72,83.93,96.66,103,100.28
woodburn,94.6,18,oregon,90.95,87.99,88.11,89.47,162.85,180.69,72.38,154.74,149.21,99.42,93.69,87.96
abington,100,15,pennsylvania,210.82,60.9,97.22,89,110.38,148.98,152.33,150.77,60.82,39.69,125.59,63.34
aliquippa,98.4,14,pennsylvania,104.04,105.51,116.48,123.75,186.29,193.65,195.72,92.08,116.97,146.39,119.87,147.14
allentown,100,27,pennsylvania,82.82,88.08,84.4,89.86,247.96,185.52,107.75,105.49,104.83,105.18,107.2,135.76
allison-park,99.9,14,pennsylvania,101.48,82.08,90.51,87.09,120.85,102.14,111.22,96.48,123.99,148.14,106.19,96.4
altoona,96.3,13,pennsylvania,52.01,55.49,53.66,56.75,58.26,58.54,49.62,53.47,51.66,57.71,58.84,58.06
ambler,99.7,18,pennsylvania,366.27,400.76,343.07,339.85,254.16,254.32,299.86,448.04,432.13,459.27,387.22,301.91
apollo,98.1,13,pennsylvania,74.38,65.77,55.16,84.34,85.44,98.16,124.76,104.12,119.5,105.84,85.37,89.74
aston,100,15,pennsylvania,78.64,89.97,91.76,142.17,112.16,79.42,106.43,54.8,90.37,80.56,174.52,264.31
bangor,100,14,pennsylvania,22.83,37.21,41.56,39.99,47.85,46.67,45.19,41,30.45,32.83,42.86,46.74
beaver,99.6,13,pennsylvania,54.57,114.88,54.43,65.95,58.46,112.73,88.7,138.91,67.94,123.22,73.27,90.24
beaver-falls,98.7,14,pennsylvania,89.24,69.64,87.63,92.39,133.51,118.96,111.45,137.72,139.74,116.37,117.85,132.28
belle-vernon,99.3,14,pennsylvania,118.03,111.11,123.93,156.27,83.2,110.89,158.96,126.9,150.38,191.25,152.9,154.07
bellefonte,97,15,pennsylvania,92.29,76.1,45.37,97.3,93.15,83.9,94.35,87.51,65.22,91.96,103.72,62.18
bensalem,93.4,17,pennsylvania,102.8,82.86,110.33,80.56,98.23,98.75,97.46,98.18,96.7,101.07,98.52,98.11
berwick,93.8,11,pennsylvania,45.18,46.74,49.14,58.84,94.02,73.94,74.7,60.69,61.94,69.37,80.66,58.52
bethel-park,98.4,16,pennsylvania,103.56,82.53,87.46,94.2,73.36,106.45,105.06,101.42,101.42,136.15,169.87,170.41
bethlehem,100,22,pennsylvania,94.83,86.53,91.53,127.28,182.8,210.03,132.92,60.8,125.64,128.3,132.25,130.9
birdsboro,98.5,13,pennsylvania,26.93,24.54,31.43,42.42,41.7,25.03,43.29,47.83,25.38,23.34,30.04,55.91
bloomsburg,79.6,12,pennsylvania,44.79,45.78,53.52,44.7,56.48,60.61,68.3,45.45,55.56,57.96,48.09,68.08
blue-bell,99.9,20,pennsylvania,21.72,22.94,35.78,41.63,41.33,44.1,104.84,52.8,45.43,58.82,69.67,76.33
boyertown,98.7,14,pennsylvania,65.27,89.46,29.42,61.97,83.41,165.41,68.54,68.23,116.1,118.29,152.92,126.88
bradford,94.5,10,pennsylvania,50.42,12.65,9.45,9.86,49.36,54.4,49.85,42.31,45.5,61.32,49.16,45.41
bridgeville,99.3,19,pennsylvania,53.77,85.93,82,87.35,89.3,98.41,124.88,94.79,126,136.96,170.11,105.4
bristol,99.2,16,pennsylvania,77.04,87.62,109.94,136.8,162.32,162.38,82.68,75.51,82.87,98.99,96.59,116.45
brookhaven,100,13,pennsylvania,92.7,88.52,91.01,169.48,242.02,91.59,69.98,191.63,145.72,134.23,128.69,186.03
broomall,100,15,pennsylvania,79.72,52.23,74.62,27.22,29.2,32.47,29.82,36.01,28.54,29.04,49.96,100.71
bryn-mawr,98.9,17,pennsylvania,65.54,94.35,86.53,93.8,102.21,85.46,255.34,228.23,184.36,221.37,291.59,296.6
